congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
116,senate,C001056,Cornyn,TX,,R,6,0.8333333333333334,0.5182009,8.9994276
0,senate,C001070,Casey,PA,,Democrat,90,0.3111111111111111,0.54176247,0.72426964
115,senate,C001070,Casey,PA,,D,84,0.32142857142857145,0.55686645,0.72426964
116,senate,C001070,Casey,PA,,D,6,0.16666666666666666,0.33030687,0.72426964
0,senate,C001071,Corker,TN,,Republican,81,0.8395061728395061,0.87920266,26.0057009
115,senate,C001071,Corker,TN,,R,81,0.8395061728395061,0.87920266,26.0057009
0,senate,C001075,Cassidy,LA,,Republican,90,0.9333333333333333,0.83036891,19.63911856
115,senate,C001075,Cassidy,LA,,R,84,0.9404761904761905,0.83900553,19.63911856
116,senate,C001075,Cassidy,LA,,R,6,0.8333333333333334,0.70945619,19.63911856
0,senate,C001088,Coons,DE,,Democrat,89,0.3258426966292135,0.34291328,-11.43051247
115,senate,C001088,Coons,DE,,D,83,0.3493975903614458,0.3567348,-11.43051247
116,senate,C001088,Coons,DE,,D,6,0,0.15171562,-11.43051247
0,senate,C001095,Cotton,AR,,Republican,90,0.8666666666666667,0.88015738,26.92097803
115,senate,C001095,Cotton,AR,,R,84,0.8928571428571429,0.88744937,26.92097803
116,senate,C001095,Cotton,AR,,R,6,0.5,0.77806956,26.92097803
0,senate,C001096,Cramer,ND,,Republican,97,0.979381443298969,0.94276414,35.72888837
116,senate,C001096,Cramer,ND,,R,6,0.8333333333333334,0.81512138,35.72888837
0,senate,C001098,Cruz,TX,,Republican,90,0.9222222222222223,0.69528842,8.9994276
115,senate,C001098,Cruz,TX,,R,84,0.9166666666666666,0.70793753,8.9994276
116,senate,C001098,Cruz,TX,,R,6,1,0.5182009,8.9994276
0,senate,C001113,Cortez Masto,NV,,Democrat,90,0.32222222222222224,0.48128526,-2.41712836
115,senate,C001113,Cortez Masto,NV,,D,84,0.34523809523809523,0.49654138,-2.41712836
116,senate,C001113,Cortez Masto,NV,,D,6,0,0.26769951,-2.41712836
0,senate,D000563,Durbin,IL,,Democrat,88,0.25,0.27938666,-17.06361362
115,senate,D000563,Durbin,IL,,D,82,0.25609756097560976,0.29062649,-17.06361362
116,senate,D000563,Durbin,IL,,D,6,0.16666666666666666,0.12577566,-17.06361362
0,senate,D000607,Donnelly,IN,,Democrat,83,0.54216867469879515,0.83336329,19.16519376
115,senate,D000607,Donnelly,IN,,D,83,0.54216867469879515,0.83336329,19.16519376
0,senate,D000618,Daines,MT,,Republican,89,0.8651685393258427,0.83707529,20.42273211
115,senate,D000618,Daines,MT,,R,83,0.8795180722891566,0.84560128,20.42273211
116,senate,D000618,Daines,MT,,R,6,0.6666666666666666,0.7191323,20.42273211
0,senate,D000622,Duckworth,IL,,Democrat,88,0.26136363636363635,0.27991958,-17.06361362
115,senate,D000622,Duckworth,IL,,D,82,0.2804878048780488,0.2911984,-17.06361362
116,senate,D000622,Duckworth,IL,,D,6,0,0.12577566,-17.06361362
0,senate,E000285,Enzi,WY,,Republican,90,0.8888888888888888,0.91764721,46.29527573
115,senate,E000285,Enzi,WY,,R,84,0.8928571428571429,0.92394906,46.29527573
116,senate,E000285,Enzi,WY,,R,6,0.8333333333333334,0.82942118,46.29527573
0,senate,E000295,Ernst,IA,,Republican,90,0.9111111111111111,0.70195526,9.40683805
115,senate,E000295,Ernst,IA,,R,84,0.9166666666666666,0.71443383,9.40683805
116,senate,E000295,Ernst,IA,,R,6,0.8333333333333334,0.52725523,9.40683805
0,senate,F000062,Feinstein,CA,,Democrat,89,0.25842696629213485,0.21654227,-30.10929307
115,senate,F000062,Feinstein,CA,,D,83,0.27710843373493976,0.22272426,-30.10929307
116,senate,F000062,Feinstein,CA,,D,6,0,0.13102486,-30.10929307
0,senate,F000444,Flake,AZ,,Republican,80,0.8125,0.60153693,3.54559463
115,senate,F000444,Flake,AZ,,R,80,0.8125,0.60153693,3.54559463
0,senate,F000457,Franken,MN,,Democrat,55,0.23636363636363636,0.49529896,-1.52013048
115,senate,F000457,Franken,MN,,D,55,0.23636363636363636,0.49529896,-1.52013048
0,senate,F000463,Fischer,NE,,Republican,90,0.9222222222222223,0.87009582,25.04859475
115,senate,F000463,Fischer,NE,,R,84,0.9285714285714286,0.87762998,25.04859475
116,senate,F000463,Fischer,NE,,R,6,0.8333333333333334,0.76461757,25.04859475
0,senate,G000359,Graham,SC,,Republican,87,0.896551724137931,0.77330528,14.2659129
115,senate,G000359,Graham,SC,,R,82,0.9024390243902439,0.78455638,14.2659129
116,senate,G000359,Graham,SC,,R,5,0.8,0.5887873,14.2659129
0,senate,G000386,Grassley,IA,,Republican,90,0.9,0.70195526,9.40683805
115,senate,G000386,Grassley,IA,,R,84,0.9047619047619048,0.71443383,9.40683805
116,senate,G000386,Grassley,IA,,R,6,0.8333333333333334,0.52725523,9.40683805
0,senate,G000555,Gillibrand,NY,,Democrat,90,0.12222222222222222,0.24848928,-22.49045614
115,senate,G000555,Gillibrand,NY,,D,84,0.11904761904761904,0.25753921,-22.49045614
116,senate,G000555,Gillibrand,NY,,D,6,0.16666666666666666,0.12179024,-22.49045614
0,senate,G000562,Gardner,CO,,Republican,89,0.898876404494382,0.43721206,-4.90558301
115,senate,G000562,Gardner,CO,,R,84,0.9166666666666666,0.45142381,-4.90558301
116,senate,G000562,Gardner,CO,,R,5,0.6,0.19845463,-4.90558301
0,senate,H000338,Hatch,UT,,Republican,84,0.9642857142857143,0.824664,18.07933323
115,senate,H000338,Hatch,UT,,R,84,0.9642857142857143,0.824664,18.07933323
0,senate,H001041,Heller,NV,,Republican,83,0.9156626506024096,0.4997653,-2.41712836
115,senate,H001041,Heller,NV,,R,83,0.9156626506024096,0.4997653,-2.41712836
0,senate,H001042,Hirono,HI,,Democrat,90,0.24444444444444444,0.2071238,-32.18281473
115,senate,H001042,Hirono,HI,,D,84,0.25,0.21231418,-32.18281473
116,senate,H001042,Hirono,HI,,D,6,0.16666666666666666,0.13445853,-32.18281473
0,senate,H001046,Heinrich,NM,,Democrat,89,0.2808988764044944,0.38349069,-8.2132684
115,senate,H001046,Heinrich,NM,,D,83,0.2891566265060241,0.39809242,-8.2132684
116,senate,H001046,Heinrich,NM,,D,6,0.16666666666666666,0.18150007,-8.2132684
0,senate,H001061,Hoeven,ND,,Republican,90,0.9555555555555556,0.90851818,35.72888837
115,senate,H001061,Hoeven,ND,,R,84,0.9642857142857143,0.91518938,35.72888837
116,senate,H001061,Hoeven,ND,,R,6,0.8333333333333334,0.81512138,35.72888837
0,senate,H001069,Heitkamp,ND,,Democrat,84,0.5476190476190477,0.91518938,35.72888837
115,senate,H001069,Heitkamp,ND,,D,84,0.5476190476190477,0.91518938,35.72888837
0,senate,H001075,Harris,CA,,Democrat,90,0.17777777777777778,0.21436021,-30.10929307
115,senate,H001075,Harris,CA,,D,84,0.17857142857142858,0.22031274,-30.10929307
116,senate,H001075,Harris,CA,,D,6,0.16666666666666666,0.13102486,-30.10929307
0,senate,H001076,Hassan,NH,,Democrat,90,0.32222222222222224,0.52046248,-0.36766386
115,senate,H001076,Hassan,NH,,D,84,0.34523809523809523,0.53567328,-0.36766386
116,senate,H001076,Hassan,NH,,D,6,0,0.30751127,-0.36766386
0,senate,H001079,Hyde-Smith,MS,,Republican,22,0.9545454545454546,0.76066513,17.82624982
115,senate,H001079,Hyde-Smith,MS,,R,16,1,0.7891585,17.82624982
116,senate,H001079,Hyde-Smith,MS,,R,6,0.8333333333333334,0.68468279,17.82624982
0,senate,H001089,Hawley,MO,,Republican,6,0.6666666666666666,0.69618108,18.637117
116,senate,H001089,Hawley,MO,,R,6,0.6666666666666666,0.69618108,18.637117
0,senate,I000024,Inhofe,OK,,Republican,90,0.9333333333333333,0.90967708,36.39118454
115,senate,I000024,Inhofe,OK,,R,84,0.9404761904761905,0.91631997,36.39118454
116,senate,I000024,Inhofe,OK,,R,6,0.8333333333333334,0.81667662,36.39118454
0,senate,I000055,Isakson,GA,,Republican,73,0.9178082191780822,0.615116,5.15937819
115,senate,I000055,Isakson,GA,,R,67,0.9402985074626866,0.63168434,5.15937819
116,senate,I000055,Isakson,GA,,R,6,0.6666666666666666,0.43010289,5.15937819
0,senate,J000293,Johnson,WI,,Republican,90,0.8888888888888888,0.54254675,0.7643432
115,senate,J000293,Johnson,WI,,R,84,0.8928571428571429,0.55764569,0.7643432
116,senate,J000293,Johnson,WI,,R,6,0.8333333333333334,0.33116154,0.7643432
0,senate,J000300,Jones,AL,,Democrat,33,0.45454545454545453,0.84861524,27.72514661
115,senate,J000300,Jones,AL,,D,27,0.5185185185185185,0.86317279,27.72514661
116,senate,J000300,Jones,AL,,D,6,0.16666666666666666,0.78310627,27.72514661
0,senate,K000352,Kyl,AZ,,Republican,7,0.7142857142857143,0.63824333,3.54559463
115,senate,K000352,Kyl,AZ,,R,7,0.7142857142857143,0.63824333,3.54559463
0,senate,K000367,Klobuchar,MN,,Democrat,90,0.3111111111111111,0.49825508,-1.52013048
115,senate,K000367,Klobuchar,MN,,D,84,0.32142857142857145,0.51351587,-1.52013048
116,senate,K000367,Klobuchar,MN,,D,6,0.16666666666666666,0.28460404,-1.52013048
0,senate,K000383,King,ME,,Independent,90,0.43333333333333335,0.4711805,-2.96044935
115,senate,K000383,King,ME,,I,84,0.4642857142857143,0.48641584,-2.96044935
116,senate,K000383,King,ME,,I,6,0,0.2578858,-2.96044935
0,senate,K000384,Kaine,VA,,Democrat,90,0.3333333333333333,0.4292062,-5.32370582
115,senate,K000384,Kaine,VA,,D,84,0.35714285714285715,0.44420349,-5.32370582
116,senate,K000384,Kaine,VA,,D,6,0,0.21924405,-5.32370582
0,senate,K000393,Kennedy,LA,,Republican,89,0.8651685393258427,0.82846521,19.63911856
115,senate,K000393,Kennedy,LA,,R,83,0.8674698795180723,0.83706827,19.63911856
116,senate,K000393,Kennedy,LA,,R,6,0.8333333333333334,0.70945619,19.63911856
0,senate,L000174,Leahy,VT,,Democrat,89,0.25842696629213485,0.22087808,-26.40835124
115,senate,L000174,Leahy,VT,,D,83,0.26506024096385544,0.22777615,-26.40835124
116,senate,L000174,Leahy,VT,,D,6,0.16666666666666666,0.1254548,-26.40835124
0,senate,L000575,Lankford,OK,,Republican,90,0.9,0.90967708,36.39118454
115,senate,L000575,Lankford,OK,,R,84,0.9047619047619048,0.91631997,36.39118454
116,senate,L000575,Lankford,OK,,R,6,0.8333333333333334,0.81667662,36.39118454
0,senate,L000577,Lee,UT,,Republican,90,0.7888888888888889,0.81557604,18.07933323
115,senate,L000577,Lee,UT,,R,84,0.7857142857142857,0.824664,18.07933323
116,senate,L000577,Lee,UT,,R,6,0.8333333333333334,0.6883447,18.07933323
0,senate,M000133,Markey,MA,,Democrat,89,0.15730337078651685,0.22806636,-27.19670645
115,senate,M000133,Markey,MA,,D,83,0.1566265060240964,0.2354061,-27.19670645
116,senate,M000133,Markey,MA,,D,6,0.16666666666666666,0.12653322,-27.19670645
0,senate,M000303,McCain,AZ,,Republican,53,0.8301886792452831,0.61164701,3.54559463
115,senate,M000303,McCain,AZ,,R,53,0.8301886792452831,0.61164701,3.54559463
0,senate,M000355,McConnell,KY,,Republican,89,0.9438202247191011,0.8914597,29.83745022
115,senate,M000355,McConnell,KY,,R,83,0.9518072289156626,0.89847086,29.83745022
116,senate,M000355,McConnell,KY,,R,6,0.8333333333333334,0.79447198,29.83745022
0,senate,M000639,Menéndez,NJ,,Democrat,88,0.23863636363636365,0.29637246,-14.1026978
115,senate,M000639,Menéndez,NJ,,D,82,0.25609756097560976,0.30812243,-14.1026978
116,senate,M000639,Menéndez,NJ,,D,6,0,0.13578957,-14.1026978
0,senate,M000934,Moran,KS,,Republican,89,0.9101123595505618,0.83712375000000006,20.60221107
115,senate,M000934,Moran,KS,,R,83,0.927710843373494,0.84549922,20.60221107
116,senate,M000934,Moran,KS,,R,6,0.6666666666666666,0.72126298,20.60221107
0,senate,M001111,Murray,WA,,Democrat,90,0.24444444444444444,0.29817378,-15.4790881
115,senate,M001111,Murray,WA,,D,84,0.2619047619047619,0.31016827,-15.4790881
116,senate,M001111,Murray,WA,,D,6,0,0.13025091,-15.4790881
0,senate,M001153,Murkowski,AK,,Republican,87,0.8045977011494253,0.78407056,14.73064079
115,senate,M001153,Murkowski,AK,,R,82,0.8170731707317073,0.78684126,14.73064079
116,senate,M001153,Murkowski,AK,,R,5,0.6,0.7386311,14.73064079
0,senate,M001169,Murphy,CT,,Democrat,89,0.2696629213483146,0.31519212,-13.63938672
115,senate,M001169,Murphy,CT,,D,83,0.27710843373493976,0.32799846,-13.63938672
116,senate,M001169,Murphy,CT,,D,6,0.16666666666666666,0.13803777,-13.63938672
0,senate,M001170,McCaskill,MO,,Democrat,83,0.4578313253012048,0.83012856,18.637117
115,senate,M001170,McCaskill,MO,,D,83,0.4578313253012048,0.83012856,18.637117
0,senate,M001176,Merkley,OR,,Democrat,90,0.13333333333333333,0.3459815,-10.97781682
115,senate,M001176,Merkley,OR,,D,84,0.13095238095238096,0.35961111,-10.97781682
116,senate,M001176,Merkley,OR,,D,6,0.16666666666666666,0.15516701,-10.97781682
0,senate,M001183,Manchin,WV,,Democrat,90,0.6,0.91602535,42.15364679
115,senate,M001183,Manchin,WV,,D,84,0.6071428571428571,0.9224584,42.15364679
116,senate,M001183,Manchin,WV,,D,6,0.5,0.82596252,42.15364679
0,senate,M001197,McSally,AZ,,Republican,102,0.9509803921568627,0.57888075,3.54559463
116,senate,M001197,McSally,AZ,,R,6,0.6666666666666666,0.39289506,3.54559463
0,senate,N000032,Nelson,FL,,Democrat,83,0.43373493975903615,0.56806183,1.19862561
115,senate,N000032,Nelson,FL,,D,83,0.43373493975903615,0.56806183,1.19862561
0,senate,P000449,Portman,OH,,Republican,90,0.9333333333333333,0.6806849,8.1295744
115,senate,P000449,Portman,OH,,R,84,0.9404761904761905,0.69369075,8.1295744
116,senate,P000449,Portman,OH,,R,6,0.8333333333333334,0.49860291,8.1295744
0,senate,P000595,Peters,MI,,Democrat,89,0.3146067415730337,0.5316171,0.22303327
115,senate,P000595,Peters,MI,,D,83,0.3373493975903614,0.54693486,0.22303327
116,senate,P000595,Peters,MI,,D,6,0,0.31972138,0.22303327
0,senate,P000603,Paul,KY,,Republican,84,0.7261904761904762,0.88851437,29.83745022
115,senate,P000603,Paul,KY,,R,81,0.7283950617283951,0.89824468,29.83745022
116,senate,P000603,Paul,KY,,R,3,0.6666666666666666,0.62579601,29.83745022
0,senate,P000612,Perdue,GA,,Republican,88,0.9545454545454546,0.62811474,5.15937819
115,senate,P000612,Perdue,GA,,R,83,0.9518072289156626,0.63744463,5.15937819
116,senate,P000612,Perdue,GA,,R,5,1,0.47323846,5.15937819
0,senate,R000122,Reed,RI,,Democrat,90,0.26666666666666666,0.29790887,-15.50854907
115,senate,R000122,Reed,RI,,D,84,0.2857142857142857,0.30989164,-15.50854907
116,senate,R000122,Reed,RI,,D,6,0,0.13014999,-15.50854907
0,senate,R000307,Roberts,KS,,Republican,90,0.9555555555555556,0.8387142,20.60221107
115,senate,R000307,Roberts,KS,,R,84,0.9642857142857143,0.84710357,20.60221107
116,senate,R000307,Roberts,KS,,R,6,0.8333333333333334,0.72126298,20.60221107
0,senate,R000584,Risch,ID,,Republican,88,0.8977272727272727,0.89766552,31.76941855
115,senate,R000584,Risch,ID,,R,84,0.9047619047619048,0.90597605,31.76941855
116,senate,R000584,Risch,ID,,R,4,0.75,0.72314436,31.76941855
0,senate,R000595,Rubio,FL,,Republican,89,0.9213483146067416,0.54732742,1.19862561
115,senate,R000595,Rubio,FL,,R,83,0.9397590361445783,0.56227889,1.19862561
116,senate,R000595,Rubio,FL,,R,6,0.6666666666666666,0.34049878,1.19862561
0,senate,R000605,Rounds,SD,,Republican,90,0.9111111111111111,0.89250175,29.79332222
115,senate,R000605,Rounds,SD,,R,84,0.9166666666666666,0.89951902,29.79332222
116,senate,R000605,Rounds,SD,,R,6,0.8333333333333334,0.79425997,29.79332222
0,senate,R000608,Rosen,NV,,Democrat,97,0.41237113402061853,0.69488137,-2.41712836
116,senate,R000608,Rosen,NV,,D,4,0,0.27228731,-2.41712836
0,senate,R000615,Romney,UT,,Republican,6,0.6666666666666666,0.6883447,18.07933323
116,senate,R000615,Romney,UT,,R,6,0.6666666666666666,0.6883447,18.07933323
0,senate,S000033,Sanders,VT,,Independent,89,0.14606741573033707,0.23161252,-26.40835124
115,senate,S000033,Sanders,VT,,I,84,0.14285714285714285,0.236595,-26.40835124
116,senate,S000033,Sanders,VT,,I,5,0.2,0.14790679,-26.40835124
0,senate,S000148,Schumer,NY,,Democrat,90,0.26666666666666666,0.24848928,-22.49045614
115,senate,S000148,Schumer,NY,,D,84,0.27380952380952384,0.25753921,-22.49045614
116,senate,S000148,Schumer,NY,,D,6,0.16666666666666666,0.12179024,-22.49045614
0,senate,S000320,Shelby,AL,,Republican,90,0.9333333333333333,0.88397128,27.72514661
115,senate,S000320,Shelby,AL,,R,84,0.9404761904761905,0.89117593,27.72514661
116,senate,S000320,Shelby,AL,,R,6,0.8333333333333334,0.78310627,27.72514661
0,senate,S000770,Stabenow,MI,,Democrat,90,0.3111111111111111,0.53196476,0.22303327
115,senate,S000770,Stabenow,MI,,D,84,0.3333333333333333,0.547125,0.22303327
116,senate,S000770,Stabenow,MI,,D,6,0,0.31972138,0.22303327
0,senate,S001141,Sessions,AL,,Republican,8,1,0.95761291,27.72514661
115,senate,S001141,Sessions,AL,,R,8,1,0.95761291,27.72514661
0,senate,S001181,Shaheen,NH,,Democrat,89,0.33707865168539325,0.52267635,-0.36766386
115,senate,S001181,Shaheen,NH,,D,83,0.3614457831325301,0.53823045,-0.36766386
116,senate,S001181,Shaheen,NH,,D,6,0,0.30751127,-0.36766386
0,senate,S001184,Scott,SC,,Republican,90,0.9555555555555556,0.77233728,14.2659129
115,senate,S001184,Scott,SC,,R,84,0.9642857142857143,0.78277954,14.2659129
116,senate,S001184,Scott,SC,,R,6,0.8333333333333334,0.62614576,14.2659129
0,senate,S001191,Sinema,AZ,,Democrat,97,0.5979381443298969,0.3656425,3.54559463
116,senate,S001191,Sinema,AZ,,D,6,0.16666666666666666,0.39289506,3.54559463
0,senate,S001194,Schatz,HI,,Democrat,90,0.26666666666666666,0.2071238,-32.18281473
115,senate,S001194,Schatz,HI,,D,84,0.27380952380952384,0.21231418,-32.18281473
116,senate,S001194,Schatz,HI,,D,6,0.16666666666666666,0.13445853,-32.18281473
0,senate,S001197,Sasse,NE,,Republican,89,0.8539325842696629,0.8719977,25.04859475
115,senate,S001197,Sasse,NE,,R,83,0.8674698795180723,0.87976012,25.04859475
116,senate,S001197,Sasse,NE,,R,6,0.6666666666666666,0.76461757,25.04859475
0,senate,S001198,Sullivan,AK,,Republican,87,0.9195402298850575,0.77660556,14.73064079
115,senate,S001198,Sullivan,AK,,R,81,0.9259259259259259,0.78713053,14.73064079
116,senate,S001198,Sullivan,AK,,R,6,0.8333333333333334,0.6345185,14.73064079
0,senate,S001202,Strange,AL,,Republican,45,0.9111111111111111,0.88745216,27.72514661
115,senate,S001202,Strange,AL,,R,45,0.9111111111111111,0.88745216,27.72514661
0,senate,S001203,Smith,MN,,Democrat,33,0.30303030303030304,0.47837004,-1.52013048
115,senate,S001203,Smith,MN,,D,27,0.3333333333333333,0.52142916,-1.52013048
116,senate,S001203,Smith,MN,,D,6,0.16666666666666666,0.28460404,-1.52013048
0,senate,S001217,Scott,FL,,Republican,6,0.8333333333333334,0.34049878,1.19862561
116,senate,S001217,Scott,FL,,R,6,0.8333333333333334,0.34049878,1.19862561
0,senate,T000250,Thune,SD,,Republican,90,0.9444444444444444,0.89250175,29.79332222
115,senate,T000250,Thune,SD,,R,84,0.9523809523809523,0.89951902,29.79332222
116,senate,T000250,Thune,SD,,R,6,0.8333333333333334,0.79425997,29.79332222
0,senate,T000461,Toomey,PA,,Republican,87,0.8850574712643678,0.5361071,0.72426964
115,senate,T000461,Toomey,PA,,R,81,0.8888888888888888,0.55135156,0.72426964
116,senate,T000461,Toomey,PA,,R,6,0.8333333333333334,0.33030687,0.72426964
0,senate,T000464,Tester,MT,,Democrat,90,0.35555555555555557,0.83720341,20.42273211
115,senate,T000464,Tester,MT,,D,84,0.38095238095238093,0.84563706,20.42273211
116,senate,T000464,Tester,MT,,D,6,0,0.7191323,20.42273211
0,senate,T000476,Tillis,NC,,Republican,88,0.9431818181818182,0.60386028,3.65522853
115,senate,T000476,Tillis,NC,,R,82,0.9512195121951219,0.61911325,3.65522853
116,senate,T000476,Tillis,NC,,R,6,0.8333333333333334,0.39540298,3.65522853
0,senate,U000039,Udall,NM,,Democrat,90,0.26666666666666666,0.38337335,-8.2132684
115,senate,U000039,Udall,NM,,D,84,0.27380952380952384,0.39779287,-8.2132684
116,senate,U000039,Udall,NM,,D,6,0.16666666666666666,0.18150007,-8.2132684
0,senate,V000128,Van Hollen,MD,,Democrat,89,0.24719101123595505,0.2317139,-26.41643951
115,senate,V000128,Van Hollen,MD,,D,83,0.25301204819277107,0.23939451,-26.41643951
116,senate,V000128,Van Hollen,MD,,D,6,0.16666666666666666,0.12546544,-26.41643951
0,senate,W000437,Wicker,MS,,Republican,90,0.9555555555555556,0.81302237,17.82624982
115,senate,W000437,Wicker,MS,,R,84,0.9642857142857143,0.82218948,17.82624982
116,senate,W000437,Wicker,MS,,R,6,0.8333333333333334,0.68468279,17.82624982
0,senate,W000779,Wyden,OR,,Democrat,90,0.18888888888888888,0.3459815,-10.97781682
115,senate,W000779,Wyden,OR,,D,84,0.19047619047619047,0.35961111,-10.97781682
116,senate,W000779,Wyden,OR,,D,6,0.16666666666666666,0.15516701,-10.97781682
0,senate,W000802,Whitehouse,RI,,Democrat,90,0.25555555555555554,0.29790887,-15.50854907
115,senate,W000802,Whitehouse,RI,,D,84,0.27380952380952384,0.30989164,-15.50854907
116,senate,W000802,Whitehouse,RI,,D,6,0,0.13014999,-15.50854907
0,senate,W000805,Warner,VA,,Democrat,90,0.4111111111111111,0.4292062,-5.32370582
115,senate,W000805,Warner,VA,,D,84,0.44047619047619047,0.44420349,-5.32370582
116,senate,W000805,Warner,VA,,D,6,0,0.21924405,-5.32370582
0,senate,W000817,Warren,MA,,Democrat,90,0.13333333333333333,0.22579089,-27.19670645
115,senate,W000817,Warren,MA,,D,84,0.13095238095238096,0.23288072,-27.19670645
116,senate,W000817,Warren,MA,,D,6,0.16666666666666666,0.12653322,-27.19670645
0,senate,Y000064,Young,IN,,Republican,90,0.9222222222222223,0.82604397,19.16519376
115,senate,Y000064,Young,IN,,R,84,0.9285714285714286,0.83481105,19.16519376
116,senate,Y000064,Young,IN,,R,6,0.8333333333333334,0.70330491,19.16519376
